Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-2380.663	-2564.04	183.377	1.338978	1.975017	0.3856013	0.225672	0.774328	6.221529
6	-2377.603	-2563.542	185.9389	1.408509	1.979898	0.2988052	0.45956	0.54044	4.875514
12	-2380.79	-2565.921	185.1317	1.447644	1.889245	0.3311442	0.505113	0.494887	5.291271
18	-2393.464	-2577.357	183.8926	1.29212	2.032275	0.3175395	0.263908	0.736092	6.026026
24	-2401.069	-2584.837	183.7674	1.265323	1.841942	0.3175395	0.37621	0.62379	6.171193
30	-2395.981	-2573.844	177.8634	0.9263489	1.841942	0.3770612	0.335024	0.664976	9.442216
36	-2381.378	-2562.423	181.0457	1.141987	1.775167	0.3770612	0.335024	0.664976	7.659884
42	-2385.907	-2567.476	181.5686	1.313459	1.604465	0.502717	0.361464	0.638536	7.226854
48	-2384.091	-2567.916	183.825	1.208644	1.604465	0.502717	0.261574	0.738426	6.063288
54	-2394.124	-2574.791	180.6674	1.547199	1.604465	0.4248518	0.253316	0.746684	7.657433
60	-2405.997	-2586.793	180.7963	1.293376	1.604465	0.4248518	0.62206	0.37794	7.724192
66	-2399.493	-2581.492	181.9986	1.299694	1.693298	0.2725607	0.388873	0.611127	7.217825
72	-2393.126	-2575.435	182.3088	1.267321	1.388863	0.3570973	0.34004	0.65996	7.08346
78	-2403.173	-2582.643	179.4702	1.075929	1.40621	0.5318422	0.250352	0.749648	8.526649
84	-2406.864	-2589.02	182.1551	1.201879	1.844829	0.3964563	0.301935	0.698065	6.988094
90	-2404.318	-2586.184	181.8661	1.121839	1.259481	0.3717615	0.440851	0.559149	7.439342
96	-2403.349	-2586.05	182.7015	1.271392	1.259481	0.3363414	0.386267	0.613733	6.949849
102	-2413.167	-2591.812	178.6448	1.091048	1.061764	0.5408771	0.67635	0.32365	9.104979
108	-2413.016	-2594.479	181.463	1.220957	1.28635	0.5408771	0.658008	0.341992	7.429608
114	-2418.281	-2600.986	182.7046	1.296474	1.999641	0.4103025	0.543896	0.456104	6.575485
120	-2402.16	-2585.096	182.9359	1.400797	1.341171	0.4103025	0.575661	0.424339	6.636637
126	-2401.38	-2586.108	184.7284	1.36572	1.406104	0.505633	0.707687	0.292313	5.559979
132	-2403.254	-2587.731	184.4765	1.354651	1.521344	0.4568029	0.729281	0.270719	5.702504
138	-2413.576	-2599.021	185.4453	1.351866	1.510505	0.3873649	0.738168	0.261832	5.246325
